,day,date,hospitalized,icu,ventilated
0,-36,2020-02-20,,,
1,-35,2020-02-21,0.29473308770811535,0.08841992631243462,0.05894661754162306
2,-34,2020-02-22,0.3605456744485447,0.10816370233456335,0.07210913488970894
3,-33,2020-02-23,0.4410524180428248,0.13231572541284747,0.08821048360856487
4,-32,2020-02-24,0.5395333780997489,0.16186001342992462,0.10790667561994982
5,-31,2020-02-25,0.6600004258912691,0.19800012776738074,0.1320000851782539
6,-30,2020-02-26,0.8073603346494198,0.24220810039482576,0.1614720669298838
7,-29,2020-02-27,0.987614124684927,0.29628423740547816,0.19752282493698547
8,-28,2020-02-28,1.2081006774217027,0.36243020322651076,0.24162013548434036
9,-27,2020-02-29,1.4777943813922612,0.44333831441767857,0.29555887627845245
10,-26,2020-03-01,1.8076686925955343,0.5423006077786607,0.3615337385191071
11,-25,2020-03-02,2.2111400541315547,0.6633420162394654,0.44222801082631036
12,-24,2020-03-03,2.704609709782515,0.8113829129347545,0.540921941956503
13,-23,2020-03-04,3.308124658749133,0.99243739762474,0.6616249317498264
14,-22,2020-03-05,4.046183440052104,1.2138550320156316,0.8092366880104214
15,-21,2020-03-06,4.948717718602403,1.4846153155807187,0.98974354372048
16,-20,2020-03-07,6.052286885310917,1.815686065593276,1.2104573770621831
17,-19,2020-03-08,7.401530185437167,2.2204590556311494,1.4803060370874341
18,-18,2020-03-09,9.050929327786456,2.7152787983359374,1.8101858655572904
19,-17,2020-03-10,11.066944116308903,3.320083234892669,2.2133888232617824
20,-16,2020-03-11,13.530594287564305,4.059178286269294,2.706118857512857
21,-15,2020-03-12,16.54057214514856,4.962171643544565,3.3081144290297146
22,-14,2020-03-13,20.216982159516135,6.065094647854838,4.043396431903226
23,-13,2020-03-14,24.705814365486958,7.411744309646096,4.941162873097394
24,-12,2020-03-15,30.184266306816596,9.055279892044972,6.036853261363316
25,-11,2020-03-16,36.86703048331202,11.060109144993604,7.3734060966624
26,-10,2020-03-17,45.01365611509925,13.504096834529769,9.00273122301985
27,-9,2020-03-18,54.937068492983,16.481120547894903,10.987413698596605
28,-8,2020-03-19,67.01327574580421,20.10398272374124,13.402655149160836
29,-7,2020-03-20,81.6921963108112,24.507658893243388,16.33843926216224
30,-6,2020-03-21,99.50937923860431,29.852813771581282,19.901875847720873
31,-5,2020-03-22,84.76869396623147,25.430608189869417,16.953738793246288
32,-4,2020-03-23,95.75852586894416,28.727557760683283,19.15170517378884
33,-3,2020-03-24,108.1009838946311,32.43029516838931,21.620196778926186
34,-2,2020-03-25,121.94234774235451,36.582704322706405,24.388469548470937
35,-1,2020-03-26,137.43901618879522,41.23170485663849,27.48780323775904
36,0,2020-03-27,154.75649085963846,46.42694725789153,30.951298171927704
37,1,2020-03-28,174.06770483112382,52.220311449337146,34.813540966224764
38,2,2020-03-29,195.55052603385002,58.66515781015505,39.11010520676996
39,3,2020-03-30,219.38424383537063,65.81527315061112,43.87684876707408
40,4,2020-03-31,245.7448308686985,73.72344926060964,49.14896617373978
41,5,2020-04-01,274.7987658920347,82.4396297676102,54.95975317840691
42,6,2020-04-02,306.69521361066927,92.00856408320078,61.33904272213374
43,7,2020-04-03,341.556392133557,102.46691764006744,68.31127842671151
44,8,2020-04-04,379.4660278537467,113.83980835612374,75.89320557074939
45,9,2020-04-05,420.45591180969495,126.13677354290849,84.09118236193899
46,10,2020-04-06,464.4907414722952,139.3472224416887,92.89814829445913
47,11,2020-04-07,511.45166533702377,153.43549960110704,102.2903330674045
48,12,2020-04-08,561.1192467221599,168.33577401664797,112.22384934443221
49,13,2020-04-09,613.1569194977465,183.9470758493237,122.63138389954906
50,14,2020-04-10,667.0963983431002,200.12891950293033,133.41927966862022
51,15,2020-04-11,722.3268854628868,216.69806563886573,144.46537709257723
52,16,2020-04-12,778.0902171797134,233.4270651539141,155.6180434359428
53,17,2020-04-13,833.4842285269087,250.04526855807262,166.69684570538175
54,18,2020-04-14,887.4764801388174,266.24294404164493,177.49529602776306
55,19,2020-04-15,938.9299931034402,281.678997931032,187.78599862068813
56,20,2020-04-16,986.6417110971997,295.9925133291599,197.32834221943995
57,21,2020-04-17,1029.3930593936984,308.8179178181099,205.87861187873978
58,22,2020-04-18,1066.0103000213658,319.80309000641,213.20206000427333
59,23,2020-04-19,1095.4306082913263,328.6291824873979,219.08612165826526
60,24,2020-04-20,1116.7682349304305,335.0304704791288,223.35364698608555
61,25,2020-04-21,1129.3741341891746,338.8122402567533,225.87482683783537
62,26,2020-04-22,1132.8823550722882,339.86470652168555,226.57647101445718
63,27,2020-04-23,1127.2374906548575,338.17124719645744,225.44749813097224
64,28,2020-04-24,1112.699513525633,333.80985405768934,222.53990270512622
65,29,2020-04-25,1089.8250949790781,326.94752849372344,217.96501899581563
66,30,2020-04-26,1059.427511235277,317.8282533705833,211.88550224705523
67,31,2020-04-27,1022.5199019358588,306.7559705807571,204.5039803871714
68,32,2020-04-28,980.2484607687074,294.07453823061223,196.0496921537415
69,33,2020-04-29,933.8228116098398,280.14684348295214,186.7645623219687
70,34,2020-04-30,884.450337428676,265.33510122860207,176.8900674857341
71,35,2020-05-01,833.2798175752396,249.98394527257096,166.65596351504792
72,36,2020-05-02,781.3577857334349,234.40733572003228,156.27155714668788
73,37,2020-05-03,729.5989759575205,218.8796927872554,145.91979519150482
74,38,2020-05-04,678.7704358878218,203.63113076634727,135.75408717756363
75,39,2020-05-05,629.4875766024452,188.84627298073246,125.89751532048831
76,40,2020-05-06,582.2196717791267,174.6659015337391,116.44393435582515
77,41,2020-05-07,537.3020691703532,161.19062075110742,107.46041383407191
78,42,2020-05-08,494.9525166283056,148.48575498848913,98.99050332566094
79,43,2020-05-09,455.2893900017807,136.5868170005342,91.05787800035614
80,44,2020-05-10,418.3501089056663,125.50503267170097,83.67002178113216
81,45,2020-05-11,384.10853686833434,115.2325610605003,76.82170737366778
82,46,2020-05-12,352.49061911531317,105.74718573459359,70.498123823063
83,47,2020-05-13,323.3878812236653,97.0163643670985,64.67757624473234
84,48,2020-05-14,296.6686865054653,89.00060595164177,59.3337373010927
85,49,2020-05-15,272.1873362221959,81.65620086665876,54.437467244440086
86,50,2020-05-16,249.79120951105142,74.93736285331579,49.95824190221174
87,51,2020-05-17,229.32619660933415,68.79785898279988,45.865239321866284
88,52,2020-05-18,210.64069608130376,63.192208824391855,42.128139216260934
89,53,2020-05-19,193.58843817426532,58.07653145227778,38.717687634852155
90,54,2020-05-20,178.0303729066436,53.409111871993446,35.60607458132927
91,55,2020-05-21,163.8358307609742,49.150749228292625,32.76716615219357
92,56,2020-05-22,150.88313111620664,45.26493933486199,30.176626223243147
93,57,2020-05-23,139.05978202643746,41.717934607931966,27.811956405285855
94,58,2020-05-24,128.26238641706004,38.478715925115466,25.652477283411827
95,59,2020-05-25,118.39634502642002,35.51890350792564,23.679269005284368
96,60,2020-05-26,109.37542563904572,32.812627691715534,21.875085127810053
97,61,2020-05-27,101.1212511392805,30.336375341783423,20.2242502278541
98,62,2020-05-28,93.56274526393099,28.06882357918039,18.712549052786926
99,63,2020-05-29,86.63556418124062,25.990669254371824,17.32711283624849
100,64,2020-05-30,80.28153369154461,24.08446010746411,16.056306738309104
101,65,2020-05-31,74.448105487063,22.334431646117082,14.8896210974126
102,66,2020-06-01,69.08784113085858,20.726352339259392,13.817568226172625
103,67,2020-06-02,64.1579288839057,19.24737866517171,12.83158577678023
104,68,2020-06-03,59.619735945540015,17.885920783661277,11.923947189107821
105,69,2020-06-04,55.43839685196144,16.631519055588797,11.087679370392834
106,70,2020-06-05,51.58243751864211,15.474731255591905,10.31648750372824
107,71,2020-06-06,48.02343357542122,14.407030072625275,9.604686715083517
108,72,2020-06-07,44.735701116333075,13.420710334901742,8.947140223265706
109,73,2020-06-08,41.696017684931576,12.508805305480564,8.339203536987952
110,74,2020-06-09,38.883371177311346,11.665011353192313,7.776674235462451
111,75,2020-06-10,36.27873431798071,10.883620295393484,7.255746863595959
112,76,2020-06-11,33.86486241473176,10.159458724419892,6.772972482945988
113,77,2020-06-12,31.626112198449846,9.487833659533862,6.325222439690151
114,78,2020-06-13,29.548279684895533,8.864483905470479,5.909655936978197
115,79,2020-06-14,27.618455142641324,8.285536542791306,5.523691028527537
116,80,2020-06-15,25.824893405719195,7.747468021716486,5.16497868114493
117,81,2020-06-16,24.156897922730423,7.247069376819127,4.8313795845460845
118,82,2020-06-17,22.604717084213917,6.781415125264175,4.520943416843693
119,83,2020-06-18,21.15945151111373,6.347835453334483,4.231890302222382
120,84,2020-06-19,19.812971120110888,5.943891336031811,3.962594224022723
121,85,2020-06-20,18.557840903871693,5.567352271162235,3.711568180773611
122,86,2020-06-21,17.387254476343514,5.216176342901235,3.4774508952677934
123,87,2020-06-22,16.294974535499932,4.888492360651071,3.2589949070998045
124,88,2020-06-23,15.275279487483203,4.582583846244233,3.055055897496459
125,89,2020-06-24,14.322915560085676,4.296874668025339,2.8645831120165894
126,90,2020-06-25,13.433053806627868,4.0299161419898155,2.686610761326847
127,91,2020-06-26,12.601251469313866,3.7803754407941597,2.520250293862773
128,92,2020-06-27,11.823417228886683,3.547025168665641,2.3646834457777004
129,93,2020-06-28,11.095779921801295,3.328733976541116,2.2191559843613504
130,94,2020-06-29,10.414860351971583,3.1244581055907474,2.0829720703932253
131,95,2020-06-30,9.777445866406197,2.9332337599225866,1.9554891732805117
132,96,2020-07-01,9.180567401002918,2.754170220299784,1.836113480201675
133,97,2020-07-02,8.62147873552749,2.586443620661157,1.724295747105316
134,98,2020-07-03,8.097637725753884,2.429291317725074,1.6195275451509588
135,99,2020-07-04,7.606689306870976,2.2820067920583824,1.521337861372558
136,100,2020-07-05,7.146450084663229,2.143935025398605,1.429290016933919
